TCRD ID	TDL	Description	Ligand ID	Drug ID
11356	Tchem	MAP kinase-interacting serine/threonine-protein kinase 2	2792	
10687	Tchem	MAP/microtubule affinity-regulating kinase 3	4685	
10806	Tchem	MAP/microtubule affinity-regulating kinase 4	18868	
11605	Tchem	Mas-related G-protein coupled receptor member X1	19262	
2937	Tchem	Mast cell carboxypeptidase A	3665	
11116	Tchem	Maternal embryonic leucine zipper kinase	17871	
8567	Tchem	Matrilysin	11574	
11204	Tchem	Matrix metalloproteinase-14	6946	
8566	Tchem	Matrix metalloproteinase-15	7040	
11385	Tchem	Matrix metalloproteinase-16	7043	
8416	Tchem	Matrix metalloproteinase-17	5235	
11410	Tchem	Matrix metalloproteinase-19	17366	
8378	Tchem	Matrix metalloproteinase-25	14405	
11387	Tchem	Matrix metalloproteinase-26	19235	
11208	Tchem	Matrix metalloproteinase-9	6062	
11408	Tchem	Max-like protein X	17746	
10656	Tchem	Melanin-concentrating hormone receptor 1	3486	
11146	Tchem	Melanin-concentrating hormone receptor 2	10078	
10697	Tchem	Melanocortin receptor 3	3990	
11076	Tchem	Melanocortin receptor 4	12731	
8424	Tchem	Melanocortin receptor 5	10427	
8413	Tchem	Membrane metallo-endopeptidase-like 1	1406	
934	Tchem	Membrane primary amine oxidase	14576	
12897	Tchem	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase	3059	
11143	Tchem	Membrane-bound transcription factor site-1 protease	2977	
11117	Tchem	Menin	13606	
11617	Tchem	Mesothelin	3638	
3863	Tchem	Metabotropic glutamate receptor 1	18309	
4016	Tchem	Metabotropic glutamate receptor 2	19389	
3864	Tchem	Metabotropic glutamate receptor 3	1986	
4169	Tchem	Metabotropic glutamate receptor 4	1994	
4170	Tchem	Metabotropic glutamate receptor 5	1691	
4018	Tchem	Metabotropic glutamate receptor 8	13557	
10769	Tchem	Methionine aminopeptidase 1	1797	
10799	Tchem	Methionine aminopeptidase 2	6448	
16800	Tchem	Methionine--tRNA ligase, cytoplasmic	12148	
11559	Tchem	Methionine-R-sulfoxide reductase B2, mitochondrial	3670	
11296	Tchem	Methionine-R-sulfoxide reductase B3	9556	
11138	Tchem	Methyl-CpG-binding domain protein 2	14606	
8467	Tchem	Methyl-CpG-binding protein 2	7706	
11134	Tchem	Methylated-DNA--protein-cysteine methyltransferase	2880	
8574	Tchem	Microsomal glutathione S-transferase 2	2162	
8393	Tchem	Microsomal glutathione S-transferase 3	13570	
11168	Tchem	Microtubule-associated protein 1B	12828	
11276	Tchem	Microtubule-associated protein 2	9887	
17007	Tchem	Microtubule-associated protein tau	13845	
11038	Tchem	Microtubule-associated serine/threonine-protein kinase 1	17457	
11039	Tchem	Microtubule-associated serine/threonine-protein kinase 2	4465	
8547	Tchem	Midkine	16795	
11382	Tchem	Misshapen-like kinase 1	14341	
8544	Tchem	Mitogen-activated protein kinase 1	2911	
8500	Tchem	Mitogen-activated protein kinase 10	4656	
11384	Tchem	Mitogen-activated protein kinase 11	19407	
8562	Tchem	Mitogen-activated protein kinase 12	4654	
8407	Tchem	Mitogen-activated protein kinase 13	9430	
8545	Tchem	Mitogen-activated protein kinase 14	16620	
8563	Tchem	Mitogen-activated protein kinase 15	16822	
8560	Tchem	Mitogen-activated protein kinase 3	927	
8561	Tchem	Mitogen-activated protein kinase 8	15481	
8499	Tchem	Mitogen-activated protein kinase 9	15484	
10743	Tchem	Mitogen-activated protein kinase kinase kinase 10	3420	
10935	Tchem	Mitogen-activated protein kinase kinase kinase 11	16724	
10744	Tchem	Mitogen-activated protein kinase kinase kinase 12	3851	
10918	Tchem	Mitogen-activated protein kinase kinase kinase 13	4792	
10919	Tchem	Mitogen-activated protein kinase kinase kinase 14	17337	
10745	Tchem	Mitogen-activated protein kinase kinase kinase 15	5637	
10963	Tchem	Mitogen-activated protein kinase kinase kinase 19	8225	
10920	Tchem	Mitogen-activated protein kinase kinase kinase 2	2976	
10964	Tchem	Mitogen-activated protein kinase kinase kinase 3	2092	
10921	Tchem	Mitogen-activated protein kinase kinase kinase 5	3220	
10834	Tchem	Mitogen-activated protein kinase kinase kinase 7	4953	
10746	Tchem	Mitogen-activated protein kinase kinase kinase 8	2717	
10922	Tchem	Mitogen-activated protein kinase kinase kinase 9	16478	
11057	Tchem	Mitogen-activated protein kinase kinase kinase kinase 1	12099	
10837	Tchem	Mitogen-activated protein kinase kinase kinase kinase 2	3849	
10750	Tchem	Mitogen-activated protein kinase kinase kinase kinase 3	6400	
11058	Tchem	Mitogen-activated protein kinase kinase kinase kinase 4	3487	
10665	Tchem	Mitogen-activated protein kinase kinase kinase kinase 5	2285	
8552	Tchem	Mitogen-activated protein kinase kinase kinase MLT	5912	
1979	Tchem	Mitotic checkpoint serine/threonine-protein kinase BUB1	4450	
11407	Tchem	Mixed lineage kinase domain-like protein	7390	
331	Tchem	Monoacylglycerol lipase ABHD12	14825	14825
304	Tchem	Monoacylglycerol lipase ABHD6	664	
11259	Tchem	Monocarboxylate transporter 1	3902	
11261	Tchem	Monocarboxylate transporter 4	8012	
8572	Tchem	Monoglyceride lipase	3216	
11253	Tchem	Motilin receptor	1110	
11569	Tchem	Mucin-16	748	
11454	Tchem	Mucin-5AC	4509	
10658	Tchem	Mucolipin-3	15504	
10764	Tchem	Mucosa-associated lymphoid tissue lymphoma translocation protein 1	19860	
15322	Tchem	Multidrug and toxin extrusion protein 1	16767	
15886	Tchem	Multidrug and toxin extrusion protein 2	2679	
11082	Tchem	Multidrug resistance protein 1	10864	
11379	Tchem	Multidrug resistance-associated protein 1	12919	
11350	Tchem	Multidrug resistance-associated protein 5	8403	
11351	Tchem	Multidrug resistance-associated protein 6	14778	
13752	Tchem	Multifunctional protein ADE2	11654	
11506	Tchem	Muscle, skeletal receptor tyrosine-protein kinase	6837	
11141	Tchem	Muscleblind-like protein 1	18910	
11644	Tchem	Myelin P2 protein	7578	
11556	Tchem	Myelin transcription factor 1	2473	
10983	Tchem	Myelin-associated glycoprotein	19747	
13389	Tchem	Myeloblastin	6089	
12750	Tchem	Myeloperoxidase	19363	
11634	Tchem	Myosin light chain 3	12926	
11512	Tchem	Myosin light chain kinase 3	3928	
11636	Tchem	Myosin light chain kinase family member 4	5565	
11546	Tchem	Myosin light chain kinase, smooth muscle	19391	
11203	Tchem	Myosin regulatory light chain 2, ventricular/cardiac muscle isoform	12414	
11633	Tchem	Myosin-7	11593	
5421	Tchem	Myotonin-protein kinase	4787	
11698	Tchem	N-acetylated-alpha-linked acidic dipeptidase 2	2027	
11524	Tchem	N-acetylglucosamine-6-phosphate deacetylase	3036	
11676	Tchem	N-acylethanolamine-hydrolyzing acid amidase	14776	
3497	Tchem	N-formyl peptide receptor 2	3873	
10505	Tchem	N-lysine methyltransferase KMT5A	18835	
16048	Tchem	N-lysine methyltransferase SMYD2	19076	
11965	Tchem	NACHT, LRR and PYD domains-containing protein 3	2247	
14009	Tchem	NAD-dependent protein deacetylase sirtuin-1	11794	
14059	Tchem	NAD-dependent protein deacetylase sirtuin-2	9589	
14356	Tchem	NAD-dependent protein deacetylase sirtuin-3, mitochondrial	17553	
14159	Tchem	NAD-dependent protein lipoamidase sirtuin-4, mitochondrial	874	
12397	Tchem	NAD(P)H dehydrogenase [quinone] 1	5520	
11749	Tchem	NADH-cytochrome b5 reductase 3	9102	
10684	Tchem	NADP-dependent malic enzyme	5925	
12354	Tchem	NADPH oxidase 1	421	
11888	Tchem	NADPH oxidase 3	3327	
12355	Tchem	NADPH oxidase 4	19765	
11783	Tchem	NADPH--cytochrome P450 reductase	2852	
888	Tchem	Natriuretic peptides A	4390	
11975	Tchem	Natural resistance-associated macrophage protein 2	6989	
18212	Tchem	NEDD8-activating enzyme E1 catalytic subunit	11861	
18583	Tchem	NEDD8-activating enzyme E1 regulatory subunit	2667	
11707	Tchem	Neural cell adhesion molecule 1	6517	
11910	Tchem	Neuroendocrine convertase 1	19346	
11946	Tchem	Neuroendocrine convertase 2	413	
12350	Tchem	Neurogenic locus notch homolog protein 1	13244	
12351	Tchem	Neurogenic locus notch homolog protein 2	15114	
12352	Tchem	Neurogenic locus notch homolog protein 3	5248	
12353	Tchem	Neurogenic locus notch homolog protein 4	17963	
11934	Tchem	Neuromedin-B receptor	1982	
11926	Tchem	Neuromedin-K receptor	17650	
12460	Tchem	Neuromedin-U receptor 1	17640	
11998	Tchem	Neuromedin-U receptor 2	14877	
228	Tchem	Neuronal acetylcholine receptor subunit alpha-10	14637	
250	Tchem	Neuronal acetylcholine receptor subunit alpha-2	18455	
129	Tchem	Neuronal acetylcholine receptor subunit alpha-5	18082	
252	Tchem	Neuronal acetylcholine receptor subunit alpha-6	18464	
162	Tchem	Neuronal acetylcholine receptor subunit alpha-7	8311	
253	Tchem	Neuronal acetylcholine receptor subunit alpha-9	16920	
254	Tchem	Neuronal acetylcholine receptor subunit beta-3	15948	
13192	Tchem	Neuropathy target esterase	9624	
12009	Tchem	Neuropeptide FF receptor 1	14870	
12360	Tchem	Neuropeptide FF receptor 2	324	
12470	Tchem	Neuropeptide S	10969	
11968	Tchem	Neuropeptide S receptor	12149	
12015	Tchem	Neuropeptide Y receptor type 1	8940	
12367	Tchem	Neuropeptide Y receptor type 2	4212	
12368	Tchem	Neuropeptide Y receptor type 4	7419	
12369	Tchem	Neuropeptide Y receptor type 5	19419	
11892	Tchem	Neuropeptides B/W receptor type 1	5959	
12255	Tchem	Neurotensin receptor type 1	955	
12256	Tchem	Neurotensin receptor type 2	18636	
3641	Tchem	Neutral alpha-glucosidase AB	17442	
3642	Tchem	Neutral alpha-glucosidase C	15102	
11738	Tchem	Neutral cholesterol ester hydrolase 1	18078	
11389	Tchem	Neutrophil collagenase	12892	
12173	Tchem	NF-kappa-B essential modulator	590	
7957	Tchem	NF-kappa-B inhibitor alpha	8782	
12216	Tchem	Nicotinamide N-methyltransferase	1695	
11527	Tchem	Nicotinamide phosphoribosyltransferase	19144	
12143	Tchem	Nitric oxide synthase, brain	18491	
12389	Tchem	Nitric oxide synthase, endothelial	18489	
12090	Tchem	Nitric oxide synthase, inducible	8133	
9169	Tchem	Nociceptin receptor	18653	
3706	Tchem	Non-lysosomal glucosylceramidase	1898	
17676	Tchem	Non-receptor tyrosine-protein kinase TNK1	3795	
14990	Tchem	Non-secretory ribonuclease	11263	
12137	Tchem	Non-specific lipid-transfer protein	10577	
20090	Tchem	NT-3 growth factor receptor	12665	
12447	Tchem	NUAK family SNF1-like kinase 1	16011	
8705	Tchem	NUAK family SNF1-like kinase 2	8155	
16350	Tchem	Nuclear body protein SP140	17843	
12049	Tchem	Nuclear factor erythroid 2-related factor 2	12605	
12200	Tchem	Nuclear factor NF-kappa-B p100 subunit	4836	
11803	Tchem	Nuclear factor NF-kappa-B p105 subunit	18791	
11952	Tchem	Nuclear factor of activated T-cells, cytoplasmic 1	18595	
11850	Tchem	Nuclear receptor coactivator 1	19088	
12106	Tchem	Nuclear receptor coactivator 2	14391	
11740	Tchem	Nuclear receptor coactivator 3	520	
11851	Tchem	Nuclear receptor corepressor 1	11192	11192
11712	Tchem	Nuclear receptor corepressor 2	1457	
15130	Tchem	Nuclear receptor ROR-alpha	8717	
15191	Tchem	Nuclear receptor ROR-beta	13068	
15155	Tchem	Nuclear receptor ROR-gamma	4294	
11971	Tchem	Nuclear receptor subfamily 0 group B member 1	6650	6650
12018	Tchem	Nuclear receptor subfamily 1 group D member 1	15839	
11973	Tchem	Nuclear receptor subfamily 1 group I member 2	11605	
12471	Tchem	Nuclear receptor subfamily 1 group I member 3	1711	
12269	Tchem	Nuclear receptor subfamily 2 group C member 2	4247	
12401	Tchem	Nuclear receptor subfamily 2 group E member 1	1917	
12372	Tchem	Nuclear receptor subfamily 4 group A member 2	15396	
12373	Tchem	Nuclear receptor subfamily 4 group A member 3	10473	
12272	Tchem	Nuclear receptor subfamily 5 group A member 2	12528	
11880	Tchem	Nucleotide-binding oligomerization domain-containing protein 1	17074	
9455	Tchem	Olfactory receptor 5K1	8511	
9166	Tchem	Opioid growth factor receptor-like protein 1	4314	
9392	Tchem	Organic solute transporter subunit alpha	2033	
8908	Tchem	Ornithine aminotransferase, mitochondrial	18515	
8800	Tchem	Ornithine carbamoyltransferase, mitochondrial	9926	
8915	Tchem	Oxidized low-density lipoprotein receptor 1	17469	17469
9298	Tchem	Oxoeicosanoid receptor 1	15810	
12399	Tchem	Oxysterols receptor LXR-alpha	19110	
12159	Tchem	Oxysterols receptor LXR-beta	15844	
10606	Tchem	P-selectin	16938	
9115	Tchem	P2X purinoceptor 1	6999	
9254	Tchem	P2X purinoceptor 3	15786	
12634	Tchem	P2X purinoceptor 4	17301	
9116	Tchem	P2X purinoceptor 5	9690	
9255	Tchem	P2X purinoceptor 6	8507	
9301	Tchem	P2X purinoceptor 7	17302	
8807	Tchem	P2Y purinoceptor 1	13890	
9340	Tchem	P2Y purinoceptor 11	16687	
9257	Tchem	P2Y purinoceptor 13	16892	
9339	Tchem	P2Y purinoceptor 4	6895	
9117	Tchem	P2Y purinoceptor 6	12089	
12583	Tchem	Paired box protein Pax-8	13967	
12004	Tchem	Palmitoleoyl-protein carboxylesterase NOTUM	8931	
9313	Tchem	Pannexin-1	719	
9487	Tchem	Pantothenate kinase 3	11852	
13450	Tchem	Parathyroid hormone 2 receptor	7311	7311
13788	Tchem	Parathyroid hormone-related protein	6543	
13100	Tchem	Patatin-like phospholipase domain-containing protein 2	10606	
12650	Tchem	Paxillin	3805	
5572	Tchem	Peptide deformylase, mitochondrial	2796	
883	Tchem	Peptidyl-glycine alpha-amidating monooxygenase	13942	
13406	Tchem	Peptidyl-prolyl cis-trans isomerase B	8066	
13512	Tchem	Peptidyl-prolyl cis-trans isomerase C	14571	
13407	Tchem	Peptidyl-prolyl cis-trans isomerase D	8033	
13206	Tchem	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	16896	
6501	Tchem	Peptidyl-prolyl cis-trans isomerase FKBP1B	12185	
6989	Tchem	Peptidyl-prolyl cis-trans isomerase FKBP3	5073	
6743	Tchem	Peptidyl-prolyl cis-trans isomerase FKBP4	3391	
6548	Tchem	Peptidyl-prolyl cis-trans isomerase FKBP5	3749	
13623	Tchem	Peptidyl-prolyl cis-trans isomerase G	3645	
13170	Tchem	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	2528	
1913	Tchem	Peregrin	14447	
12749	Tchem	Perforin-1	5504	
13094	Tchem	Perilipin-1	16123	
12620	Tchem	Period circadian protein homolog 2	6208	
13305	Tchem	Peripheral myelin protein 22	3398	
5038	Tchem	Peripheral plasma membrane protein CASK	12137	
13419	Tchem	Peroxiredoxin-1	13464	
13646	Tchem	Peroxiredoxin-5, mitochondrial	15374	
8942	Tchem	Peroxisomal carnitine O-octanoyltransferase	1474	
9189	Tchem	Peroxisomal N(1)-acetyl-spermine/spermidine oxidase	14976	
13265	Tchem	Peroxisome proliferator-activated receptor delta	16343	
12675	Tchem	PERQ amino acid-rich with GYF domain-containing protein 2	10171	
12795	Tchem	PH domain leucine-rich repeat-containing protein phosphatase 1	16856	
12697	Tchem	PH-interacting protein	1381	1381
16814	Tchem	Phenylalanine--tRNA ligase, mitochondrial	18845	
13333	Tchem	Phenylethanolamine N-methyltransferase	9231	
8382	Tchem	Phosphatidylcholine translocator ABCB4	12401	12401
10159	Tchem	Phosphatidylcholine-sterol acyltransferase	18512	
13720	Tchem	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	3378	
13125	Tchem	Phosphatidylinositol 3-kinase catalytic subunit type 3	6264	
8810	Tchem	Phosphatidylinositol 3-kinase regulatory subunit alpha	7580	
9261	Tchem	Phosphatidylinositol 3-kinase regulatory subunit beta	12630	12630
13714	Tchem	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	11116	
14191	Tchem	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	9947	
13112	Tchem	Phosphatidylinositol 4-kinase alpha	17863	
12870	Tchem	Phosphatidylinositol 4-kinase beta	15360	
9186	Tchem	Phosphatidylinositol 4-kinase type 2-beta	16807	
8808	Tchem	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	12626	
9477	Tchem	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	14204	
9119	Tchem	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma	13427	
13114	Tchem	Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma	16272	
12941	Tchem	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	17688	
13178	Tchem	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	17687	
13018	Tchem	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	11323	
12826	Tchem	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta	17624	
13111	Tchem	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	16441	
13053	Tchem	Phosphoethanolamine/phosphocholine phosphatase	16701	
12974	Tchem	Phosphoglycerate kinase 1	8304	
12950	Tchem	Phospholipase A-2-activating protein	17195	
9022	Tchem	Phospholipase A2	19608	
9124	Tchem	Phospholipase A2, membrane associated	7023	
13294	Tchem	Phospholipase D1	17516	
13188	Tchem	Phospholipase D2	12138	
12915	Tchem	Phosphomannomutase 2	9607	
10508	Tchem	Phosphoribosyl pyrophosphate synthase-associated protein 2	16146	
12699	Tchem	Phosphorylase b kinase gamma catalytic chain, liver/testis isoform	4519	
12698	Tchem	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform	14466	
9688	Tchem	Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform	8572	
9928	Tchem	Phosphorylase b kinase regulatory subunit beta	10033	
12270	Tchem	Photoreceptor-specific nuclear receptor	327	
12802	Tchem	Pirin	16492	
9407	Tchem	Pituitary adenylate cyclase-activating polypeptide	18794	
8818	Tchem	Pituitary adenylate cyclase-activating polypeptide type I receptor	1728	
3506	Tchem	Plasma alpha-L-fucosidase	382	
9306	Tchem	Plasminogen activator inhibitor 1	14819	
2444	Tchem	Platelet glycoprotein 4	1302	
9213	Tchem	Platelet-activating factor acetylhydrolase	18969	
12479	Tchem	Platelet-activating factor acetylhydrolase IB subunit beta	16804	
13556	Tchem	Platelet-activating factor receptor	4420	
12683	Tchem	Platelet-derived growth factor subunit A	17668	
9153	Tchem	Platelet-derived growth factor subunit B	4385	
12703	Tchem	Poly [ADP-ribose] polymerase 10	6874	
9222	Tchem	Poly [ADP-ribose] polymerase 11	18810	
12709	Tchem	Poly [ADP-ribose] polymerase 4	442	
9319	Tchem	Poly [ADP-ribose] polymerase 6	8944	
9193	Tchem	Poly [ADP-ribose] polymerase 8	15108	
12708	Tchem	Poly(ADP-ribose) glycohydrolase	2402	
8815	Tchem	Polyadenylate-binding protein 4	17756	
13396	Tchem	Polyprenol reductase	12080	
13470	Tchem	Polypyrimidine tract-binding protein 1	6943	
9793	Tchem	Potassium channel subfamily T member 1	13795	13795
9883	Tchem	Potassium channel subfamily T member 2	14285	14285
1427	Tchem	Potassium-transporting ATPase alpha chain 2	2949	
13141	Tchem	POU domain, class 2, transcription factor 1	6760	
13309	Tchem	POU domain, class 2, transcription factor 2	8650	8650
1638	Tchem	Pre-miRNA 5'-monophosphate methyltransferase	13927	
13536	Tchem	Presenilin-1	9679	
13467	Tchem	Presenilin-2	8253	
13649	Tchem	Presequence protease, mitochondrial	10940	
2371	Tchem	Pro-cathepsin H	13894	
7279	Tchem	Probable G-protein coupled receptor 132	4277	4277
7324	Tchem	Probable G-protein coupled receptor 139	8734	
7280	Tchem	Probable G-protein coupled receptor 142	13526	
3836	Tchem	Probable G-protein coupled receptor 160	1875	1875
3838	Tchem	Probable G-protein coupled receptor 174	4246	
3810	Tchem	Probable G-protein coupled receptor 52	2948	
3813	Tchem	Probable G-protein coupled receptor 88	15910	
14277	Tchem	Probable global transcription activator SNF2L2	7066	
19304	Tchem	Probable Xaa-Pro aminopeptidase 3	19877	
12731	Tchem	Programmed cell death protein 4	7790	
4062	Tchem	Proheparin-binding EGF-like growth factor	15297	
13287	Tchem	Prokineticin receptor 1	16654	
13549	Tchem	Prolactin-releasing peptide receptor	9210	
9285	Tchem	Proliferating cell nuclear antigen	7627	
558	Tchem	Proline-rich AKT1 substrate 1	13646	
9121	Tchem	Prolyl 4-hydroxylase subunit alpha-1	9322	
9122	Tchem	Prolyl 4-hydroxylase subunit alpha-2	8426	
13268	Tchem	Prolyl endopeptidase	5958	
15738	Tchem	Prolyl endopeptidase FAP	3892	
12524	Tchem	Proprotein convertase subtilisin/kexin type 4	19706	
12547	Tchem	Proprotein convertase subtilisin/kexin type 5	12465	
12490	Tchem	Proprotein convertase subtilisin/kexin type 6	19344	
12680	Tchem	Proprotein convertase subtilisin/kexin type 7	16642	
9288	Tchem	Prostaglandin D2 receptor 2	343	
13597	Tchem	Prostaglandin E synthase	10645	
12926	Tchem	Prostaglandin E synthase 2	12832	
13596	Tchem	Prostaglandin-H2 D-isomerase	2608	
13503	Tchem	Prostasin	15818	
9549	Tchem	Prostate-specific antigen	12904	
13345	Tchem	Prostatic acid phosphatase	1314	
566	Tchem	Proteasomal ubiquitin receptor ADRM1	13210	
13466	Tchem	Proteasome assembly chaperone 3	1318	
13698	Tchem	Proteasome subunit alpha type-2	9706	
13699	Tchem	Proteasome subunit alpha type-3	9701	
13700	Tchem	Proteasome subunit alpha type-4	*	
13393	Tchem	Proteasome subunit alpha type-7-like	12524	
13620	Tchem	Proteasome subunit beta type-10	970	
13529	Tchem	Proteasome subunit beta type-11	17538	
13701	Tchem	Proteasome subunit beta type-3	9898	
13702	Tchem	Proteasome subunit beta type-9	17824	
118	Tchem	Protein ABHD16A	3704	
25	Tchem	Protein ABHD17B	11475	11475
894	Tchem	Protein arginine N-methyltransferase 1	1174	
960	Tchem	Protein arginine N-methyltransferase 3	18781	
675	Tchem	Protein arginine N-methyltransferase 6	19045	
763	Tchem	Protein arginine N-methyltransferase 8	18812	
4449	Tchem	Protein CIP2A	16805	
5466	Tchem	Protein DBF4 homolog A	15072	
5637	Tchem	Protein delta homolog 1	14946	
9155	Tchem	Protein disulfide-isomerase A6	12116	
6901	Tchem	Protein farnesyltransferase subunit beta	7446	
6944	Tchem	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	7451	
7371	Tchem	Protein HEXIM1	5764	
9647	Tchem	Protein jagged-1	2643	
10050	Tchem	Protein kinase C alpha type	20001	
10507	Tchem	Protein kinase C beta type	3227	
10051	Tchem	Protein kinase C epsilon type	15322	
10248	Tchem	Protein kinase C eta type	11406	
10247	Tchem	Protein kinase C gamma type	14725	
9824	Tchem	Protein kinase C iota type	4700	
9931	Tchem	Protein kinase C theta type	15010	
10052	Tchem	Protein kinase C zeta type	13450	
11193	Tchem	Protein Mdm4	6831	
11299	Tchem	Protein N-lysine methyltransferase METTL21A	33	
11896	Tchem	Protein NipSnap homolog 3A	17994	
8912	Tchem	Protein O-GlcNAcase	14783	
9108	Tchem	Protein orai-3	2071	
13241	Tchem	Protein phosphatase 1A	13355	
13348	Tchem	Protein phosphatase 1B	10861	
13157	Tchem	Protein phosphatase 1D	9321	
13244	Tchem	Protein phosphatase methylesterase 1	1208	
16450	Tchem	Protein phosphatase Slingshot homolog 2	8855	
12712	Tchem	Protein polybromo-1	3264	
13464	Tchem	Protein prune homolog	17554	
14684	Tchem	Protein Red	19081	
15532	Tchem	Protein S100-B	18091	18091
17943	Tchem	Protein tyrosine phosphatase type IVA 1	9672	
17825	Tchem	Protein tyrosine phosphatase type IVA 2	7452	
17417	Tchem	Protein tyrosine phosphatase type IVA 3	11219	
19218	Tchem	Protein Wnt-3a	14708	
9211	Tchem	Protein-arginine deiminase type-1	607	
12480	Tchem	Protein-arginine deiminase type-2	17504	
9212	Tchem	Protein-arginine deiminase type-3	5192	
12481	Tchem	Protein-arginine deiminase type-4	5348	
17327	Tchem	Protein-glutamine gamma-glutamyltransferase 2	15309	
17186	Tchem	Protein-glutamine gamma-glutamyltransferase 6	631	
17187	Tchem	Protein-glutamine gamma-glutamyltransferase E	7234	
17326	Tchem	Protein-glutamine gamma-glutamyltransferase K	12296	
7688	Tchem	Protein-S-isoprenylcysteine O-methyltransferase	19681	
13232	Tchem	Protein-serine O-palmitoleoyltransferase porcupine	11726	
6318	Tchem	Protein-tyrosine kinase 2-beta	14424	
13765	Tchem	Protein-tyrosine kinase 6	5755	
9138	Tchem	Proteinase-activated receptor 2	15706	
9317	Tchem	Proteinase-activated receptor 4	841	
6953	Tchem	Proto-oncogene c-Fos	4351	
10809	Tchem	Proto-oncogene Mas	18196	
15156	Tchem	Proto-oncogene tyrosine-protein kinase ROS	14203	
18622	Tchem	Proto-oncogene vav	4645	
19172	Tchem	Proto-oncogene Wnt-3	14709	
12655	Tchem	Protocadherin-15	448	
12521	Tchem	Proton-coupled folate transporter	2820	
13273	Tchem	Protoporphyrinogen oxidase	7480	
13033	Tchem	Pseudopodium-enriched atypical kinase 1	13375	
12824	Tchem	Purine nucleoside phosphorylase	9906	
4939	Tchem	Putative cytochrome P450 2D7	9503	
7507	Tchem	Putative hexokinase HKDC1	10420	
14522	Tchem	Putative hydrolase RBBP9	13906	
8813	Tchem	Putative inactive group IIC secretory phospholipase A2	19023	
9475	Tchem	Putative P2Y purinoceptor 10	11786	
13113	Tchem	Putative phosphatidylinositol 4-kinase alpha-like protein P2	9573	
17640	Tchem	Putative short transient receptor potential channel 2-like protein	4732	
13248	Tchem	Pyridoxine-5'-phosphate oxidase	1275	
14442	Tchem	Pyroglutamylated RFamide peptide receptor	1870	
10007	Tchem	Pyruvate kinase PKM	7853	
13814	Tchem	Quinone oxidoreductase	6578	
842	Tchem	RAC-alpha serine/threonine-protein kinase	17172	
502	Tchem	RAC-beta serine/threonine-protein kinase	17137	
588	Tchem	RAC-gamma serine/threonine-protein kinase	17126	
15043	Tchem	Rap guanine nucleotide exchange factor 4	4926	
4006	Tchem	RAS guanyl-releasing protein 1	14794	
4141	Tchem	Ras guanyl-releasing protein 3	7185	
14601	Tchem	Ras-related C3 botulinum toxin substrate 2	2990	
13824	Tchem	Ras-related C3 botulinum toxin substrate 3	10845	
13958	Tchem	Ras-related protein Rab-9A	5855	
13832	Tchem	Ras-related protein Rap-1A	8177	
14828	Tchem	Ras-specific guanine nucleotide-releasing factor 1	4744	
13866	Tchem	Receptor activity-modifying protein 2	17103	
6173	Tchem	Receptor tyrosine-protein kinase erbB-3	14462	
14874	Tchem	Receptor-interacting serine/threonine-protein kinase 1	2602	
14763	Tchem	Receptor-interacting serine/threonine-protein kinase 2	5439	
14756	Tchem	Receptor-interacting serine/threonine-protein kinase 3	1210	
14781	Tchem	Receptor-interacting serine/threonine-protein kinase 4	10269	
13746	Tchem	Receptor-type tyrosine-protein phosphatase alpha	14806	
13477	Tchem	Receptor-type tyrosine-protein phosphatase beta	11271	
13478	Tchem	Receptor-type tyrosine-protein phosphatase C	12845	
13480	Tchem	Receptor-type tyrosine-protein phosphatase F	13266	
13747	Tchem	Receptor-type tyrosine-protein phosphatase gamma	11249	
13751	Tchem	Receptor-type tyrosine-protein phosphatase S	17811	
14721	Tchem	Regulator of G-protein signaling 12	12111	
14723	Tchem	Regulator of G-protein signaling 19	9794	
14829	Tchem	Regulator of G-protein signaling 4	9789	
15238	Tchem	Regulatory-associated protein of mTOR	16394	
14942	Tchem	Relaxin-3 receptor 1	18344	
14698	Tchem	Replication protein A 70 kDa DNA-binding subunit	3832	
933	Tchem	Retina-specific copper amine oxidase	8310	
559	Tchem	Retinal dehydrogenase 1	9372	
423	Tchem	Retinal dehydrogenase 2	1747	
14635	Tchem	Retinoblastoma-associated protein	14687	
